state:Alaska
city:Anchorage
year:2009,crimerate:132.2
year:2010,crimerate:119.1
year:2011,crimerate:183.3
year:2012,crimerate:118.1
state:Alabama
city:Cedar-Bluff
year:2003,crimerate:131.4
year:2004,crimerate:443.6
year:2005,crimerate:7.2
year:2006,crimerate:428.5
year:2007,crimerate:512.6
year:2008,crimerate:550.4
year:2009,crimerate:1127.9
year:2010,crimerate:805.7
year:2011,crimerate:797.7
year:2012,crimerate:491.6
year:2013,crimerate:273.4
state:Alabama
city:Centre
year:2003,crimerate:76.6
year:2004,crimerate:75.9
year:2005,crimerate:53.0
year:2006,crimerate:37.4
year:2007,crimerate:258.9
year:2008,crimerate:216.6
year:2009,crimerate:207.7
year:2010,crimerate:385.1
year:2011,crimerate:551.0
year:2012,crimerate:526.0
year:2013,crimerate:365.6
year:2014,crimerate:424.6
year:2015,crimerate:361.7
year:2016,crimerate:418.1
state:Alabama
city:Centreville
year:2003,crimerate:335.4
year:2004,crimerate:292.3
year:2005,crimerate:203.7
year:2006,crimerate:83.4
year:2007,crimerate:167.3
year:2008,crimerate:57.7
year:2009,crimerate:139.5
year:2010,crimerate:65.2
year:2011,crimerate:119.9
year:2012,crimerate:66.1
state:Alabama
city:Chatom
year:2003,crimerate:159.0
year:2004,crimerate:95.4
year:2005,crimerate:195.3
year:2006,crimerate:109.3
year:2007,crimerate:149.3
year:2008,crimerate:140.1
year:2009,crimerate:244.6
year:2010,crimerate:173.5
year:2011,crimerate:229.5
year:2012,crimerate:187.2
year:2013,crimerate:362.7
year:2014,crimerate:140.2
year:2015,crimerate:368.6
state:Alabama
city:Cherokee
year:2003,crimerate:58.2
year:2004,crimerate:108.1
year:2005,crimerate:84.6
year:2006,crimerate:69.5
year:2007,crimerate:73.1
year:2008,crimerate:108.0
year:2009,crimerate:201.7
year:2010,crimerate:298.5
state:Alabama
city:Chickasaw
year:2003,crimerate:458.4
year:2004,crimerate:431.8
year:2005,crimerate:448.4
year:2006,crimerate:422.2
year:2007,crimerate:662.3
year:2008,crimerate:477.5
year:2009,crimerate:412.2
year:2010,crimerate:513.1
year:2011,crimerate:604.2
year:2012,crimerate:417.6
year:2013,crimerate:407.0
